;tweet;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
851;Setelah mual2 krn telat bukaaa puasaa, Akhirnya nyampe rumah jg, setelah ampir 2 jam keliling2 sama abang grab keliling kampung krn dia ga mau lewat tol;setelah mual2 krn telat buka elongated puasaa akhirnya nyampe rumah jg setelah ampir number jam keliling2 sama abang grab keliling kampung krn dia ga mau lewat tol;['setelah', 'mual2', 'krn', 'telat', 'buka', 'elongated', 'puasaa', 'akhirnya', 'nyampe', 'rumah', 'jg', 'setelah', 'ampir', 'number', 'jam', 'keliling2', 'sama', 'abang', 'grab', 'keliling', 'kampung', 'krn', 'dia', 'ga', 'mau', 'lewat', 'tol'];['setelah', 'mual2', 'karena', 'telat', 'buka', 'elongated', 'puasaa', 'akhirnya', 'nyampe', 'rumah', 'jg', 'setelah', 'ampir', 'number', 'jam', 'keliling2', 'sama', 'abang', 'grab', 'keliling', 'kampung', 'karena', 'dia', 'tidak', 'mau', 'lewat', 'tol'];['mual2', 'telat', 'buka', 'elongated', 'puasaa', 'nyampe', 'rumah', 'jg', 'ampir', 'number', 'jam', 'keliling2', 'abang', 'grab', 'keliling', 'kampung', 'tol'];mual2 telat buka elongated puasaa nyampe rumah jg ampir number jam keliling2 abang grab keliling kampung tol;mual2 telat buka elongated puasaa nyampe rumah jg ampir number jam keliling2 abang grab keliling kampung tol
852;Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha;kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe tahu risol berasa gorengan yg ampas ampas gitu tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha;['kadang', 'secapek', 'itu', 'juga', 'buat', 'nahan', 'hati', 'buat', 'gak', 'blaming', 'diri', 'sendiri', 'dan', 'ngatain', 'diri', 'ini', 'super', 'bodoh', 'dan', 'mental', 'tempe', 'tahu', 'risol', 'berasa', 'gorengan', 'yg', 'ampas', 'ampas', 'gitu', 'tapi', 'gak', 'boleh', 'karena', 'gimanapun', 'juga', 'diri', 'ini', 'udah', 'bekerja', 'keras', 'berusaha'];['kadang', 'secapek', 'itu', 'juga', 'buat', 'nahan', 'hati', 'buat', 'gak', 'blaming', 'diri', 'sendiri', 'dan', 'ngatain', 'diri', 'ini', 'super', 'bodoh', 'dan', 'mental', 'tempe', 'tahu', 'risol', 'berasa', 'gorengan', 'yang', 'ampas', 'ampas', 'gitu', 'tapi', 'gak', 'boleh', 'karena', 'gimanapun', 'juga', 'diri', 'ini', 'udah', 'bekerja', 'keras', 'berusaha'];['kadang', 'secapek', 'nahan', 'hati', 'gak', 'blaming', 'ngatain', 'super', 'bodoh', 'mental', 'tempe', 'risol', 'berasa', 'gorengan', 'ampas', 'ampas', 'gitu', 'gak', 'gimanapun', 'udah', 'keras', 'berusaha'];kadang secapek nahan hati gak blaming ngatain super bodoh mental tempe risol berasa gorengan ampas ampas gitu gak gimanapun udah keras berusaha;kadang capek nahan hati gak blaming ngatain super bodoh mental tempe risol asa goreng ampas ampas gitu gak gimanapun udah keras usaha
853;Dari cerita yg aku baca itu, jujur aku sebel banget bacanya. Kenapa sih udah mau dipoligami tapi masih disiksa batinnya, kalau emang udah gabisa adil dilepasin aja. Dan buat mbak istri pertama mending pisah aja mbak, hidup free as a bird. Kadang gengsi mengalahkan hati.;dari cerita yg aku baca itu jujur aku sebel banget bacanya kenapa sih udah mau dipoligami tapi masih disiksa batinnya kalau emang udah gabisa adil dilepasin aja dan buat mbak istri pertama mending pisah aja mbak hidup free as bird kadang gengsi mengalahkan hati;['dari', 'cerita', 'yg', 'aku', 'baca', 'itu', 'jujur', 'aku', 'sebel', 'banget', 'bacanya', 'kenapa', 'sih', 'udah', 'mau', 'dipoligami', 'tapi', 'masih', 'disiksa', 'batinnya', 'kalau', 'emang', 'udah', 'gabisa', 'adil', 'dilepasin', 'aja', 'dan', 'buat', 'mbak', 'istri', 'pertama', 'mending', 'pisah', 'aja', 'mbak', 'hidup', 'free', 'as', 'bird', 'kadang', 'gengsi', 'mengalahkan', 'hati'];['dari', 'cerita', 'yang', 'aku', 'baca', 'itu', 'jujur', 'aku', 'sebel', 'banget', 'bacanya', 'kenapa', 'sih', 'udah', 'mau', 'dipoligami', 'tapi', 'masih', 'disiksa', 'batinnya', 'kalau', 'emang', 'udah', 'gabisa', 'adil', 'dilepasin', 'saja', 'dan', 'buat', 'mbak', 'istri', 'pertama', 'mending', 'pisah', 'saja', 'mbak', 'hidup', 'free', 'as', 'bird', 'kadang', 'gengsi', 'mengalahkan', 'hati'];['cerita', 'baca', 'jujur', 'sebel', 'banget', 'bacanya', 'sih', 'udah', 'dipoligami', 'disiksa', 'batinnya', 'emang', 'udah', 'gabisa', 'adil', 'dilepasin', 'mbak', 'istri', 'mending', 'pisah', 'mbak', 'hidup', 'free', 'as', 'bird', 'kadang', 'gengsi', 'mengalahkan', 'hati'];cerita baca jujur sebel banget bacanya sih udah dipoligami disiksa batinnya emang udah gabisa adil dilepasin mbak istri mending pisah mbak hidup free as bird kadang gengsi mengalahkan hati;cerita baca jujur sebel banget baca sih udah poligami siksa batin emang udah gabisa adil dilepasin mbak istri mending pisah mbak hidup free as bird kadang gengsi kalah hati
854;Di langitmu. Mungkin aku hanya bersinar sebagai bintang, memang terang, tapi aku hanya satu diantara ribuan pilihan. Aku cukup paham jika bagimu. Hilangku bukan masalah besar untukmu..;di langitmu mungkin aku hanya bersinar sebagai bintang memang terang tapi aku hanya satu diantara ribuan pilihan aku cukup paham jika bagimu hilangku bukan masalah besar untukmu repeated;['di', 'langitmu', 'mungkin', 'aku', 'hanya', 'bersinar', 'sebagai', 'bintang', 'memang', 'terang', 'tapi', 'aku', 'hanya', 'satu', 'diantara', 'ribuan', 'pilihan', 'aku', 'cukup', 'paham', 'jika', 'bagimu', 'hilangku', 'bukan', 'masalah', 'besar', 'untukmu', 'repeated'];['di', 'langitmu', 'mungkin', 'aku', 'hanya', 'bersinar', 'sebagai', 'bintang', 'memang', 'terang', 'tapi', 'aku', 'hanya', 'satu', 'diantara', 'ribuan', 'pilihan', 'aku', 'cukup', 'paham', 'jika', 'bagimu', 'hilangku', 'bukan', 'masalah', 'besar', 'untukmu', 'repeated'];['langitmu', 'bersinar', 'bintang', 'terang', 'ribuan', 'pilihan', 'paham', 'bagimu', 'hilangku', 'untukmu', 'repeated'];langitmu bersinar bintang terang ribuan pilihan paham bagimu hilangku untukmu repeated;langit sinar bintang terang ribu pilih paham bagi hilang untuk repeated
855;klo org nanya deket gasih km sama abgmu ?. boro-boro deket, kelai mulu iya. sangking gak deketnya (akur) wkt awal kuliah disuruh serumah brg pernah berantem yg main fisik;klo org nanya deket gasih km sama abgmu repeated boro boro deket kelai mulu iya sangking gak deketnya akur wkt awal kuliah disuruh serumah brg pernah berantem yg main fisik;['klo', 'org', 'nanya', 'deket', 'gasih', 'km', 'sama', 'abgmu', 'repeated', 'boro', 'boro', 'deket', 'kelai', 'mulu', 'iya', 'sangking', 'gak', 'deketnya', 'akur', 'wkt', 'awal', 'kuliah', 'disuruh', 'serumah', 'brg', 'pernah', 'berantem', 'yg', 'main', 'fisik'];['klo', 'org', 'nanya', 'deket', 'gasih', 'km', 'sama', 'abgmu', 'repeated', 'boro', 'boro', 'deket', 'kelai', 'mulu', 'iya', 'sangking', 'gak', 'deketnya', 'akur', 'wkt', 'awal', 'kuliah', 'disuruh', 'serumah', 'brg', 'pernah', 'berantem', 'yang', 'main', 'fisik'];['klo', 'org', 'nanya', 'deket', 'gasih', 'km', 'abgmu', 'repeated', 'boro', 'boro', 'deket', 'kelai', 'mulu', 'iya', 'sangking', 'gak', 'deketnya', 'akur', 'wkt', 'kuliah', 'disuruh', 'serumah', 'brg', 'berantem', 'main', 'fisik'];klo org nanya deket gasih km abgmu repeated boro boro deket kelai mulu iya sangking gak deketnya akur wkt kuliah disuruh serumah brg berantem main fisik;klo org nanya deket gasih km abgmu repeated boro boro deket kelai mulu iya sangking gak deketnya akur wkt kuliah suruh rumah brg antem main fisik
856;ingin rasanya saya mengulang seperti jaman kuliah, ada teman [USERNAME] yg mengajak di hari terakhir, tapi kalau kini sudah berbeda jarak dan setiap izinnya;ingin rasanya saya mengulang seperti jaman kuliah ada teman allcaps username allcaps yg mengajak di hari terakhir tapi kalau kini sudah berbeda jarak dan setiap izinnya;['ingin', 'rasanya', 'saya', 'mengulang', 'seperti', 'jaman', 'kuliah', 'ada', 'teman', 'allcaps', 'username', 'allcaps', 'yg', 'mengajak', 'di', 'hari', 'terakhir', 'tapi', 'kalau', 'kini', 'sudah', 'berbeda', 'jarak', 'dan', 'setiap', 'izinnya'];['ingin', 'rasanya', 'saya', 'mengulang', 'seperti', 'jaman', 'kuliah', 'ada', 'teman', 'allcaps', 'username', 'allcaps', 'yang', 'mengajak', 'di', 'hari', 'terakhir', 'tapi', 'kalau', 'kini', 'sudah', 'berbeda', 'jarak', 'dan', 'setiap', 'izinnya'];['mengulang', 'jaman', 'kuliah', 'teman', 'allcaps', 'username', 'allcaps', 'mengajak', 'berbeda', 'jarak', 'izinnya'];mengulang jaman kuliah teman allcaps username allcaps mengajak berbeda jarak izinnya;ulang jaman kuliah teman allcaps username allcaps ajak beda jarak izin
857;[USERNAME] Udah mau lewat pejaten villagenya aja, eh mobil-mobil masuk mall nya itu ternyata ribet dan ngantri mengular sampe macetnya numpuk Sialan.;allcaps username allcaps udah mau lewat pejaten villagenya aja eh mobil mobil masuk mall nya itu ternyata ribet dan ngantri mengular sampe macetnya numpuk sialan;['allcaps', 'username', 'allcaps', 'udah', 'mau', 'lewat', 'pejaten', 'villagenya', 'aja', 'eh', 'mobil', 'mobil', 'masuk', 'mall', 'nya', 'itu', 'ternyata', 'ribet', 'dan', 'ngantri', 'mengular', 'sampe', 'macetnya', 'numpuk', 'sialan'];['allcaps', 'username', 'allcaps', 'udah', 'mau', 'lewat', 'pejaten', 'villagenya', 'saja', 'eh', 'mobil', 'mobil', 'masuk', 'mall', 'nya', 'itu', 'ternyata', 'ribet', 'dan', 'ngantri', 'mengular', 'sampe', 'macetnya', 'numpuk', 'sialan'];['allcaps', 'username', 'allcaps', 'udah', 'pejaten', 'villagenya', 'eh', 'mobil', 'mobil', 'masuk', 'mall', 'nya', 'ribet', 'ngantri', 'mengular', 'sampe', 'macetnya', 'numpuk', 'sialan'];allcaps username allcaps udah pejaten villagenya eh mobil mobil masuk mall nya ribet ngantri mengular sampe macetnya numpuk sialan;allcaps username allcaps udah pejaten villagenya eh mobil mobil masuk mall nya ribet ngantri ular sampe macet numpuk sial
858;Menikmati setiap denyut jantungku merasakan setiap hirup nafas ini,perlahan sadar setiap mata ini membuka dan kembali menutup. Rasakan, nikmati, renungkan,mulai Menutup mata, menghelai nafas panjang dan tersenyum, merasa tubuh ini seakan melayang lepas bersama seluruh nikmat-NYA;menikmati setiap denyut jantungku merasakan setiap hirup nafas ini perlahan sadar setiap mata ini membuka dan kembali menutup rasakan nikmati renungkan mulai menutup mata menghelai nafas panjang dan tersenyum merasa tubuh ini seakan melayang lepas bersama seluruh nikmat allcaps nya allcaps;['menikmati', 'setiap', 'denyut', 'jantungku', 'merasakan', 'setiap', 'hirup', 'nafas', 'ini', 'perlahan', 'sadar', 'setiap', 'mata', 'ini', 'membuka', 'dan', 'kembali', 'menutup', 'rasakan', 'nikmati', 'renungkan', 'mulai', 'menutup', 'mata', 'menghelai', 'nafas', 'panjang', 'dan', 'tersenyum', 'merasa', 'tubuh', 'ini', 'seakan', 'melayang', 'lepas', 'bersama', 'seluruh', 'nikmat', 'allcaps', 'nya', 'allcaps'];['menikmati', 'setiap', 'denyut', 'jantungku', 'merasakan', 'setiap', 'hirup', 'nafas', 'ini', 'perlahan', 'sadar', 'setiap', 'mata', 'ini', 'membuka', 'dan', 'kembali', 'menutup', 'rasakan', 'nikmati', 'renungkan', 'mulai', 'menutup', 'mata', 'menghelai', 'nafas', 'panjang', 'dan', 'tersenyum', 'merasa', 'tubuh', 'ini', 'seakan', 'melayang', 'lepas', 'bersama', 'seluruh', 'nikmat', 'allcaps', 'nya', 'allcaps'];['menikmati', 'denyut', 'jantungku', 'merasakan', 'hirup', 'nafas', 'perlahan', 'sadar', 'mata', 'membuka', 'menutup', 'rasakan', 'nikmati', 'renungkan', 'menutup', 'mata', 'menghelai', 'nafas', 'tersenyum', 'tubuh', 'seakan', 'melayang', 'lepas', 'nikmat', 'allcaps', 'nya', 'allcaps'];menikmati denyut jantungku merasakan hirup nafas perlahan sadar mata membuka menutup rasakan nikmati renungkan menutup mata menghelai nafas tersenyum tubuh seakan melayang lepas nikmat allcaps nya allcaps;nikmat denyut jantung rasa hirup nafas perlahan sadar mata buka tutup rasa nikmat renung tutup mata helai nafas senyum tubuh akan layang lepas nikmat allcaps nya allcaps
859;Sumpahya ngeliat blekping jd pengen punya rambut panjang lagi hikz :( tapi sampe kapanpun rambut panjang w ga bakalan kayak mereka heeeft [URL];sumpahya ngeliat blekping jd pengen punya rambut panjang lagi hikz sad tapi sampe kapanpun rambut panjang ga bakalan kayak mereka heft elongated allcaps url allcaps;['sumpahya', 'ngeliat', 'blekping', 'jd', 'pengen', 'punya', 'rambut', 'panjang', 'lagi', 'hikz', 'sad', 'tapi', 'sampe', 'kapanpun', 'rambut', 'panjang', 'ga', 'bakalan', 'kayak', 'mereka', 'heft', 'elongated', 'allcaps', 'url', 'allcaps'];['sumpahya', 'ngeliat', 'blekping', 'jd', 'pengen', 'punya', 'rambut', 'panjang', 'lagi', 'hikz', 'sad', 'tapi', 'sampe', 'kapanpun', 'rambut', 'panjang', 'tidak', 'bakalan', 'kayak', 'mereka', 'heft', 'elongated', 'allcaps', 'url', 'allcaps'];['sumpahya', 'ngeliat', 'blekping', 'jd', 'pengen', 'rambut', 'hikz', 'sad', 'sampe', 'rambut', 'kayak', 'heft', 'elongated', 'allcaps', 'url', 'allcaps'];sumpahya ngeliat blekping jd pengen rambut hikz sad sampe rambut kayak heft elongated allcaps url allcaps;sumpahya ngeliat blekping jd ken rambut hikz sad sampe rambut kayak heft elongated allcaps url allcaps
860;"Gue punya Temen yg dibela-belain pinjem duwit ke kantor buat ""nyawer"" THR itu, PINJEM, UTANG Demi gengsi diantara keponakan, paman, tante, dan saudara2nya";gue punya temen yg dibela belain pinjem duwit ke kantor buat nyawer allcaps thr allcaps itu allcaps pinjem allcaps allcaps utang allcaps demi gengsi diantara keponakan paman tante dan saudara2nya;['gue', 'punya', 'temen', 'yg', 'dibela', 'belain', 'pinjem', 'duwit', 'ke', 'kantor', 'buat', 'nyawer', 'allcaps', 'thr', 'allcaps', 'itu', 'allcaps', 'pinjem', 'allcaps', 'allcaps', 'utang', 'allcaps', 'demi', 'gengsi', 'diantara', 'keponakan', 'paman', 'tante', 'dan', 'saudara2nya'];['gue', 'punya', 'temen', 'yang', 'dibela', 'belain', 'pinjem', 'duwit', 'ke', 'kantor', 'buat', 'nyawer', 'allcaps', 'thr', 'allcaps', 'itu', 'allcaps', 'pinjem', 'allcaps', 'allcaps', 'utang', 'allcaps', 'demi', 'gengsi', 'diantara', 'keponakan', 'paman', 'tante', 'dan', 'saudara2nya'];['gue', 'temen', 'dibela', 'belain', 'pinjem', 'duwit', 'kantor', 'nyawer', 'allcaps', 'thr', 'allcaps', 'allcaps', 'pinjem', 'allcaps', 'allcaps', 'utang', 'allcaps', 'gengsi', 'keponakan', 'paman', 'tante', 'saudara2nya'];gue temen dibela belain pinjem duwit kantor nyawer allcaps thr allcaps allcaps pinjem allcaps allcaps utang allcaps gengsi keponakan paman tante saudara2nya;gue temen bela bain pinjem duwit kantor nyawer allcaps thr allcaps allcaps pinjem allcaps allcaps utang allcaps gengsi keponakan paman tante saudara2nya
861;Otak kalo sudah bego mau apapun posisinya,apapun gelarnya tetap saja bego. Hrsnya otak diisi ilmu pengetahuan bukan diisi maaf..tai. [URL];otak kalo sudah bego mau apapun posisinya apapun gelarnya tetap saja bego hrsnya otak diisi ilmu pengetahuan bukan diisi maaf repeated tai allcaps url allcaps;['otak', 'kalo', 'sudah', 'bego', 'mau', 'apapun', 'posisinya', 'apapun', 'gelarnya', 'tetap', 'saja', 'bego', 'hrsnya', 'otak', 'diisi', 'ilmu', 'pengetahuan', 'bukan', 'diisi', 'maaf', 'repeated', 'tai', 'allcaps', 'url', 'allcaps'];['otak', 'kalo', 'sudah', 'bego', 'mau', 'apapun', 'posisinya', 'apapun', 'gelarnya', 'tetap', 'saja', 'bego', 'hrsnya', 'otak', 'diisi', 'ilmu', 'pengetahuan', 'bukan', 'diisi', 'maaf', 'repeated', 'tai', 'allcaps', 'url', 'allcaps'];['otak', 'kalo', 'bego', 'apapun', 'posisinya', 'apapun', 'gelarnya', 'bego', 'hrsnya', 'otak', 'diisi', 'ilmu', 'pengetahuan', 'diisi', 'maaf', 'repeated', 'tai', 'allcaps', 'url', 'allcaps'];otak kalo bego apapun posisinya apapun gelarnya bego hrsnya otak diisi ilmu pengetahuan diisi maaf repeated tai allcaps url allcaps;otak kalo bego apa posisi apa gelar bego hrsnya otak isi ilmu tahu isi maaf repeated tai allcaps url allcaps
862;"Sekarang begitu liat temen-temen pada lulus malah nangis terharu. Seneng aja liat orang-orang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang uniQ bgt. Maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih Karena ditinggal klean :"""")";sekarang begitu liat temen temen pada lulus malah nangis terharu seneng aja liat orang orang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang uniq bgt maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih karena ditinggal klean;['sekarang', 'begitu', 'liat', 'temen', 'temen', 'pada', 'lulus', 'malah', 'nangis', 'terharu', 'seneng', 'aja', 'liat', 'orang', 'orang', 'bisa', 'lewatin', 'fase', 'tersulit', 'hidup', 'lengkap', 'pake', 'rintangan', 'dengan', 'cara', 'yang', 'uniq', 'bgt', 'maaf', 'yah', 'buat', 'temen2', 'yg', 'dulu', 'pas', 'sidang', 'ditangisin', 'trus', 'bilangnya', 'gue', 'sedih', 'karena', 'ditinggal', 'klean'];['sekarang', 'begitu', 'liat', 'temen', 'temen', 'pada', 'lulus', 'malah', 'nangis', 'terharu', 'seneng', 'saja', 'liat', 'orang', 'orang', 'bisa', 'lewatin', 'fase', 'tersulit', 'hidup', 'lengkap', 'pake', 'rintangan', 'dengan', 'cara', 'yang', 'uniq', 'banget', 'maaf', 'yah', 'buat', 'temen2', 'yang', 'dulu', 'pas', 'sidang', 'ditangisin', 'trus', 'bilangnya', 'gue', 'sedih', 'karena', 'ditinggal', 'klean'];['liat', 'temen', 'temen', 'lulus', 'nangis', 'terharu', 'seneng', 'liat', 'orang', 'orang', 'lewatin', 'fase', 'tersulit', 'hidup', 'lengkap', 'pake', 'rintangan', 'uniq', 'banget', 'maaf', 'yah', 'temen2', 'pas', 'sidang', 'ditangisin', 'trus', 'bilangnya', 'gue', 'sedih', 'ditinggal', 'klean'];liat temen temen lulus nangis terharu seneng liat orang orang lewatin fase tersulit hidup lengkap pake rintangan uniq banget maaf yah temen2 pas sidang ditangisin trus bilangnya gue sedih ditinggal klean;liat temen temen lulus nang haru neng liat orang orang lewatin fase sulit hidup lengkap pake rintang uniq banget maaf yah temen2 pas sidang ditangisin trus bilang gue sedih tinggal klean
863;[USERNAME] LU KIRA SEMUA ORANG PAS NGENTOT SADAR DIKELUARIN DIDALEM, PAS LAGI ENAK-ENAKNYA SEMPET GTU MIKIR KELUAR DIDALEM APA ENGGAK YA? ANJIR INI GUA JADI DARAH TINGGI MASA :(;allcaps username allcaps allcaps lu kira semua orang pas ngentot sadar dikeluarin didalem allcaps allcaps pas lagi enak allcaps allcaps enaknya sempet gtu mikir keluar didalem apa enggak ya allcaps allcaps anjir ini gua jadi darah tinggi masa allcaps sad;['allcaps', 'username', 'allcaps', 'allcaps', 'lu', 'kira', 'semua', 'orang', 'pas', 'ngentot', 'sadar', 'dikeluarin', 'didalem', 'allcaps', 'allcaps', 'pas', 'lagi', 'enak', 'allcaps', 'allcaps', 'enaknya', 'sempet', 'gtu', 'mikir', 'keluar', 'didalem', 'apa', 'enggak', 'ya', 'allcaps', 'allcaps', 'anjir', 'ini', 'gua', 'jadi', 'darah', 'tinggi', 'masa', 'allcaps', 'sad'];['allcaps', 'username', 'allcaps', 'allcaps', 'lu', 'kira', 'semua', 'orang', 'pas', 'ngentot', 'sadar', 'dikeluarin', 'didalem', 'allcaps', 'allcaps', 'pas', 'lagi', 'enak', 'allcaps', 'allcaps', 'enaknya', 'sempet', 'gtu', 'mikir', 'keluar', 'didalem', 'apa', 'enggak', 'ya', 'allcaps', 'allcaps', 'anjir', 'ini', 'gua', 'jadi', 'darah', 'tinggi', 'masa', 'allcaps', 'sad'];['allcaps', 'username', 'allcaps', 'allcaps', 'lu', 'orang', 'pas', 'ngentot', 'sadar', 'dikeluarin', 'didalem', 'allcaps', 'allcaps', 'pas', 'enak', 'allcaps', 'allcaps', 'enaknya', 'sempet', 'gtu', 'mikir', 'didalem', 'ya', 'allcaps', 'allcaps', 'anjir', 'gua', 'darah', 'allcaps', 'sad'];allcaps username allcaps allcaps lu orang pas ngentot sadar dikeluarin didalem allcaps allcaps pas enak allcaps allcaps enaknya sempet gtu mikir didalem ya allcaps allcaps anjir gua darah allcaps sad;allcaps username allcaps allcaps lu orang pas ngentot sadar dikeluarin dalem allcaps allcaps pas enak allcaps allcaps enak sempet gtu mikir dalem ya allcaps allcaps anjir gua darah allcaps sad
864;Masih ada ya hari gini yg takut tempat pelayanan nya di ambil sama orang lain. Heiii pelayanan itu punya Tuhan sapa saja yg Tuhan percaya diberikan. Aneh pake main fitnah dan jatuhkan orang ya.;masih ada ya hari gini yg takut tempat pelayanan nya di ambil sama orang lain hei elongated pelayanan itu punya tuhan sapa saja yg tuhan percaya diberikan aneh pake main fitnah dan jatuhkan orang ya;['masih', 'ada', 'ya', 'hari', 'gini', 'yg', 'takut', 'tempat', 'pelayanan', 'nya', 'di', 'ambil', 'sama', 'orang', 'lain', 'hei', 'elongated', 'pelayanan', 'itu', 'punya', 'tuhan', 'sapa', 'saja', 'yg', 'tuhan', 'percaya', 'diberikan', 'aneh', 'pake', 'main', 'fitnah', 'dan', 'jatuhkan', 'orang', 'ya'];['masih', 'ada', 'ya', 'hari', 'gini', 'yang', 'takut', 'tempat', 'pelayanan', 'nya', 'di', 'ambil', 'sama', 'orang', 'lain', 'hei', 'elongated', 'pelayanan', 'itu', 'punya', 'tuhan', 'sapa', 'saja', 'yang', 'tuhan', 'percaya', 'diberikan', 'aneh', 'pake', 'main', 'fitnah', 'dan', 'jatuhkan', 'orang', 'ya'];['ya', 'gini', 'takut', 'pelayanan', 'nya', 'ambil', 'orang', 'hei', 'elongated', 'pelayanan', 'tuhan', 'sapa', 'tuhan', 'percaya', 'aneh', 'pake', 'main', 'fitnah', 'jatuhkan', 'orang', 'ya'];ya gini takut pelayanan nya ambil orang hei elongated pelayanan tuhan sapa tuhan percaya aneh pake main fitnah jatuhkan orang ya;ya gin takut layan nya ambil orang hei elongated layan tuhan sapa tuhan percaya aneh pake main fitnah jatuh orang ya
865;[USERNAME] Betul betul mbah sya juga heran kok masih ada prof,kyai,dan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara;allcaps username allcaps betul betul mbah sya juga heran kok masih ada prof kyai dan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara;['allcaps', 'username', 'allcaps', 'betul', 'betul', 'mbah', 'sya', 'juga', 'heran', 'kok', 'masih', 'ada', 'prof', 'kyai', 'dan', 'buya', 'yang', 'mau', 'dibawah', 'rok', 'siembok', 'yang', 'setahu', 'saya', 'selama', 'sekolah', 'tidak', 'terdapat', 'satupun', 'tulisan', 'ataupun', 'artikel', 'yang', 'memuat', 'jasa', 'siembok', 'terhadap', 'negara'];['allcaps', 'username', 'allcaps', 'betul', 'betul', 'mbah', 'sya', 'juga', 'heran', 'kok', 'masih', 'ada', 'prof', 'kyai', 'dan', 'buya', 'yang', 'mau', 'dibawah', 'rok', 'siembok', 'yang', 'setahu', 'saya', 'selama', 'sekolah', 'tidak', 'terdapat', 'satupun', 'tulisan', 'ataupun', 'artikel', 'yang', 'memuat', 'jasa', 'siembok', 'terhadap', 'negara'];['allcaps', 'username', 'allcaps', 'mbah', 'sya', 'heran', 'prof', 'kyai', 'buya', 'dibawah', 'rok', 'siembok', 'setahu', 'sekolah', 'satupun', 'tulisan', 'artikel', 'memuat', 'jasa', 'siembok', 'negara'];allcaps username allcaps mbah sya heran prof kyai buya dibawah rok siembok setahu sekolah satupun tulisan artikel memuat jasa siembok negara;allcaps username allcaps mbah sya heran prof kyai buya bawah rok siembok tahu sekolah satu tulis artikel muat jasa siembok negara
866;Sebenernya badan ini kurang sehat dibawa makam susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm.;sebenernya badan ini kurang sehat dibawa makam susah keringet dingin dari pagi tapi dibawa sehat untuk bawel apalagi ada acha karna janji udh lama udh ke toilet 5 ditahan kalo gk ditahan bakal lebih hmm elongated;['sebenernya', 'badan', 'ini', 'kurang', 'sehat', 'dibawa', 'makam', 'susah', 'keringet', 'dingin', 'dari', 'pagi', 'tapi', 'dibawa', 'sehat', 'untuk', 'bawel', 'apalagi', 'ada', 'acha', 'karna', 'janji', 'udh', 'lama', 'udh', 'ke', 'toilet', '5', 'ditahan', 'kalo', 'gk', 'ditahan', 'bakal', 'lebih', 'hmm', 'elongated'];['sebenernya', 'badan', 'ini', 'kurang', 'sehat', 'dibawa', 'makam', 'susah', 'keringet', 'dingin', 'dari', 'pagi', 'tapi', 'dibawa', 'sehat', 'untuk', 'bawel', 'apalagi', 'ada', 'acha', 'karna', 'janji', 'udh', 'lama', 'udh', 'ke', 'toilet', '5', 'ditahan', 'kalo', 'tidak', 'ditahan', 'bakal', 'lebih', 'hmm', 'elongated'];['sebenernya', 'badan', 'sehat', 'dibawa', 'makam', 'susah', 'keringet', 'dingin', 'pagi', 'dibawa', 'sehat', 'bawel', 'acha', 'karna', 'janji', 'udh', 'udh', 'toilet', '5', 'ditahan', 'kalo', 'ditahan', 'hmm', 'elongated'];sebenernya badan sehat dibawa makam susah keringet dingin pagi dibawa sehat bawel acha karna janji udh udh toilet 5 ditahan kalo ditahan hmm elongated;sebenernya badan sehat bawa makam susah keringet dingin pagi bawa sehat bawel acha karna janji udh udh toilet 5 tahan kalo tahan hmm elongated
